7.744,0.55857,174.58,0.0363,114932.7233
7.764,0.51726,123.97,0.033,81615.0829
7.784,0.47555,71.784,0.0296,47257.1999
7.804,0.43351,20.069,0.0262,13212.2086
7.824,0.39162,-29.673,0.0228,-19534.2973
7.844,0.34981,-80.377,0.0195,-52914.3102
7.864,0.30831,-128.75,0.0161,-84760.7478
7.884,0.26728,-175.8,0.0128,-115732.5953
7.904,0.22601,-224.83,0.0095,-148008.8234
7.924,0.18408,-273.93,0.0061,-180333.674
7.944,0.14181,-323.75,0.0027,-213133.8269
7.964,0.099784,-371.81,-0.0007,-244769.603
7.984,0.057948,-418.71,-0.0041,-275645.1964
8.004,0.016253,-465.87,-0.0075,-306696.713
8.012,-0.00030726,-483.87,-0.0088,-318548.1429
8.013,-0.002369,-486.07,-0.009,-319995.9695
8.033,-0.041987,-514.31,-0.0122,-338583.2906
8.053,-0.05949,-461.63,-0.0136,-303903.0731
8.073,-0.042074,-353.29,-0.0122,-232580.3936
8.093,-0.01078,-238.56,-0.0096,-157048.0764
8.113,0.03016,-121.44,-0.0063,-79944.3573
8.133,0.077736,-11.51,-0.0025,-7577.2912
8.153,0.12476,79.729,0.0013,52487.9172
8.173,0.16897,157.15,0.0049,103459.4551
8.193,0.21191,227.25,0.0083,149605.751
8.213,0.25426,292.77,0.0117,192739.2185
8.233,0.29591,354.7,0.0151,233511.5075
8.253,0.33736,414.2,0.0185,272682.1899
8.273,0.37924,473.58,0.0218,311767.7569
8.293,0.42167,531.75,0.0253,350067.3175
8.313,0.46392,586.9,0.0287,386373.1325
8.333,0.50591,639.63,0.0321,421084.6424
8.353,0.54756,690.85,0.0354,454807.6689
8.373,0.58878,740.08,0.0387,487217.1283
8.393,0.63003,788.92,0.0421,519368.2313
8.413,0.67176,838.28,0.0454,551864.1472
8.433,0.71374,886.78,0.0488,583790.4811
8.453,0.75572,933.87,0.0522,614793.4794
8.473,0.79773,980.2,0.0556,645290.792
8.493,0.83939,1025,0.059,674761.6529
8.513,0.88046,1067.8,0.0623,702940.6428
8.533,0.92162,1111.7,0.0656,731890.6784
8.553,0.96325,1156.2,0.069,761127.8296
8.573,1.0051,1200.3,0.0724,790157.9738
8.593,1.0472,1243.4,0.0758,818578.0048
8.613,1.0894,1286.8,0.0792,847151.3987
8.633,1.1314,1328.2,0.0825,874408.6027
8.653,1.1727,1367.2,0.0859,900051.2362
8.673,1.2136,1406.6,0.0892,925985.3363
8.681,1.23,1422.5,0.0905,936447.7992
8.682,1.2321,1424.5,0.0907,937786.6387
8.702,1.2725,1450.9,0.0939,955171.2871
8.722,1.2912,1408.5,0.0954,927251.8158
8.742,1.2738,1317.8,0.094,867545.8431
8.762,1.2413,1218.2,0.0914,801980.4358
8.782,1.1998,1117.4,0.0881,735637.5456
8.802,1.1531,1022.9,0.0843,673395.2761
8.822,1.1073,941.2,0.0806,619620.1444
8.842,1.0637,868.58,0.0771,571812.9277
8.862,1.0207,799.64,0.0736,526422.6198
8.882,0.97788,734.25,0.0702,483374.3572
8.902,0.93562,672.22,0.0667,442539.0363
8.922,0.89413,613.09,0.0634,403612.5839
8.942,0.85281,555.53,0.0601,365722.5966
8.962,0.81115,497.55,0.0567,327553.7491
8.982,0.76917,439.76,0.0533,289504.5578
9.002,0.72699,384.35,0.0499,253025.5318
9.022,0.6848,328.2,0.0465,216060.7874
9.042,0.64287,274.93,0.0431,180994.6895
9.062,0.6013,223.21,0.0398,146948.5313
9.082,0.56005,171.76,0.0364,113075.6587
9.102,0.51874,121.49,0.0331,79978.6597
9.122,0.47702,69.287,0.0297,45613.8588
9.142,0.43503,18.086,0.0263,11906.3007
9.162,0.39315,-31.978,0.023,-21052.3158
9.182,0.35132,-82.038,0.0196,-54007.9772
9.202,0.3098,-129.83,0.0162,-85472.8818
9.222,0.26876,-177.71,0.0129,-116991.0803
9.242,0.22748,-226.12,0.0096,-148860.0224
9.262,0.18553,-275.07,0.0062,-181083.8878
9.282,0.14329,-325.32,0.0028,-214169.7854
9.302,0.10131,-372.06,-0.0006,-244938.0755
9.322,0.059491,-419.06,-0.004,-275880.6646
9.342,0.017786,-466.71,-0.0073,-307245.7016
9.351,-0.00085436,-486.84,-0.0088,-320502.4302
9.352,-0.0029171,-489.04,-0.009,-321950.1078
9.372,-0.042587,-517.88,-0.0122,-340937.7038
9.392,-0.060171,-465.5,-0.0136,-306448.9067
9.412,-0.042791,-356.01,-0.0122,-234371.7068
9.432,-0.011475,-242.15,-0.0097,-159415.3345
9.452,0.029477,-124.84,-0.0064,-82185.7303
9.472,0.077027,-15.262,-0.0026,-10047.3901
9.492,0.12403,75.724,0.0012,49851.2797
9.512,0.16825,152.46,0.0048,100367.4567
9.532,0.21117,222.01,0.0083,146154.6272
9.552,0.25353,288.02,0.0117,189611.0028
9.572,0.29518,349.67,0.0151,230200.5589
9.592,0.33663,409.22,0.0184,269399.3747
9.612,0.3785,468.21,0.0218,308237.046
9.632,0.42093,525.87,0.0252,346191.8831
9.652,0.46321,581.28,0.0286,382671.6244
9.672,0.50521,634.09,0.032,417436.5401
9.692,0.54686,685.12,0.0354,451033.7114
9.712,0.58806,733.66,0.0387,482991.4868
9.732,0.62928,782.41,0.042,515080.0347
9.752,0.67101,831.99,0.0454,547725.0814
9.772,0.71304,879.9,0.0488,579260.8857
9.792,0.75501,927.06,0.0522,610311.0313
9.812,0.797,973.91,0.0556,641153.9912
9.832,0.83867,1018,0.0589,670179.069
9.852,0.87974,1061.1,0.0622,698577.702
9.872,0.92089,1104.6,0.0656,727165.6394
9.892,0.96251,1148.7,0.0689,756195.4856
9.912,1.0044,1192.6,0.0723,785152.6737
9.932,1.0464,1235.7,0.0757,813501.2984
9.952,1.0886,1279.5,0.0791,842319.1309
9.972,1.1307,1320.4,0.0825,869237.6018
9.992,1.172,1358.9,0.0858,894630.0745
10.012,1.2129,1398.8,0.0891,920883.4767
10.02,1.2293,1414.6,0.0905,931247.0555
10.021,1.2314,1416.6,0.0906,932568.7289
10.041,1.2718,1442.9,0.0939,949883.0438
10.061,1.2904,1401.1,0.0954,922412.5743
10.081,1.2731,1310.3,0.094,862626.9698
10.101,1.2407,1211.7,0.0914,797727.0484
10.121,1.1992,1111,0.088,731382.0124
10.141,1.1524,1016.4,0.0842,669128.2392
10.161,1.1066,935.31,0.0805,615737.7958
10.181,1.063,862.69,0.077,567931.6521
10.201,1.02,794.54,0.0736,523069.4413
10.221,0.97717,729.41,0.0701,480190.7241
10.241,0.93489,666.8,0.0667,438975.6024
10.261,0.89342,608.42,0.0633,400542.7957
10.281,0.8521,550.76,0.06,362583.0412
10.301,0.8104,492.57,0.0566,324274.8976
10.321,0.76841,436.03,0.0532,287048.3398
10.341,0.72627,379.87,0.0498,250079.8106
10.361,0.68413,324.78,0.0464,213808.9687
10.381,0.64221,271.85,0.0431,178965.3897
10.401,0.60062,219.49,0.0397,144497.1561
10.421,0.55936,168.73,0.0364,111079.3427
10.441,0.51802,118.06,0.033,77721.2679
10.461,0.47631,66.52,0.0297,43792.0988
10.481,0.43434,15.89,0.0263,10460.875
10.501,0.39243,-34.618,0.0229,-22789.7465
10.521,0.35059,-84.576,0.0195,-55678.6023
